Module	Section	Sample Name	Source
FastQC	all_sections	Plate3_B08_3G10B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B08_3G10B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_E12_3P5B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E12_3P5B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_H09_S5B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_H09_S5B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_G02_L1B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G02_L1B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_G11_V5B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G11_V5B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_E02_3M5B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E02_3M5B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_F07_N3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_F07_N3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_C11_3G25B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C11_3G25B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_A07_3B7B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A07_3B7B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_B06_3G8B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B06_3G8B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_G03_L2B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G03_L2B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_C06_3G20B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C06_3G20B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_G06_L5B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G06_L5B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_C03_3G17B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C03_3G17B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_C08_3G22B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C08_3G22B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_A03_3B3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A03_3B3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_A01_3B1B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A01_3B1B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_A12_3G2B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A12_3G2B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_F12_P4B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_F12_P4B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_C12_3G26B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C12_3G26B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_B04_3G6B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B04_3G6B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_F02_3L2B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F02_3L2B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_G03_3G40B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_G03_3G40B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_B11_3G13B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B11_3G13B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_F11_P2B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_F11_P2B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_F04_3L4B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F04_3L4B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_H07_S3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_H07_S3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_F09_3V4B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F09_3V4B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_B12_3G14B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B12_3G14B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_F10_P1B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_F10_P1B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_F09_N5B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_F09_N5B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_E10_3P3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E10_3P3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_F11_3G36B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F11_3G36B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_F07_3V2B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F07_3V2B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_H03_G39B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_H03_G39B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_D01_3G27B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D01_3G27B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_D02_3G28B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D02_3G28B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_E05_3N3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E05_3N3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_G10_V4B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G10_V4B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_D06_3G32B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D06_3G32B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_H08_S4B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_H08_S4B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_F12_3G37B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F12_3G37B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_D11_3M2B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D11_3M2B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_G07_3S4B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_G07_3S4B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_F06_N2B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_F06_N2B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_C02_3G16B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C02_3G16B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_G09_V3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G09_V3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_C07_3G21B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C07_3G21B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_G07_V1B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G07_V1B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_B01_3G3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B01_3G3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_C09_3G23B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C09_3G23B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_G12_G36B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G12_G36B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_F05_N1B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_F05_N1B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_F05_3L5B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F05_3L5B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_G05_L4B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G05_L4B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_G06_3S3B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_G06_3S3B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_B09_3G11B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B09_3G11B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_G01_P5B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G01_P5B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_A10_3B10B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A10_3B10B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_F01_3L1B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F01_3L1B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_E09_3P2B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E09_3P2B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_C10_3G24B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C10_3G24B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_F10_3V5B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F10_3V5B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_G04_3S1B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_G04_3S1B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_B05_3G7B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B05_3G7B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_F03_3L3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F03_3L3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_G08_3S5B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_G08_3S5B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_H04_G40B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_H04_G40B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_D04_3G30B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D04_3G30B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_E11_3P4B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E11_3P4B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_C04_3G18B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C04_3G18B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_E04_3N2B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E04_3N2B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_D09_3G35B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D09_3G35B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_E01_3M4B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E01_3M4B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_H02_G38B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_H02_G38B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_F08_3V3B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F08_3V3B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_D07_3G33B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D07_3G33B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_G02_3G39B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_G02_3G39B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_E06_3N4B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_E06_3N4B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate2_G08_V2B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G08_V2B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_A08_3B8B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A08_3B8B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_D03_3G29B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D03_3G29B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_D12_3M3B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D12_3M3B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_C01_3G15B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_C01_3G15B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_A11_3G1B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A11_3G1B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_G01_3G38B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_G01_3G38B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_A02_3B2B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A02_3B2B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_D10_3M1B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_D10_3M1B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_G04_L3B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_G04_L3B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_B07_3G9B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B07_3G9B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_A06_3B6B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A06_3B6B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_F06_3V1B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_F06_3V1B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_A04_3B4B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_A04_3B4B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate2_H05_S1B_10471048_DMT79_R1	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate2_H05_S1B_10471048_DMT79_R1_fastqc.zip
FastQC	all_sections	Plate3_B03_3G5B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B03_3G5B_10471048_DMT79_R2_fastqc.zip
FastQC	all_sections	Plate3_B10_3G12B_10471048_DMT79_R2	/local/workdir/jmc753/git_repos/AppleRhizRepository/01_DADA_2/analysis/fastqc_2023/Plate3_B10_3G12B_10471048_DMT79_R2_fastqc.zip
